specimenID,clade_name,relative_abundance
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.20327
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae,0.19943
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae,0.16069
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Nudiviridae,0.13363
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae,0.0639
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae,0.05994
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,28.42035
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,19.53019
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus,16.86972
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus,12.70758
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,11.65557
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus,6.1246
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,2.0454
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.52165
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.48305
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,0.38803
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.35621
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.20327
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified,0.16069
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Nudiviridae|g__Alphanudivirus,0.13363
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Aviadenovirus,0.12312
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus,0.07679
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Atadenovirus,0.07631
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae|g__Pomovirus,0.0639
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus,0.05994
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,20.80671
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,19.53019
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus|s__Vicia_cryptic_virus,16.86972
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Dasheen_mosaic_virus,12.67295
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,9.88586
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1,6.94686
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus|s__Cotesia_congregata_bracovirus,6.1246
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,2.0454
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,1.76971
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1,0.58389
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1,0.35621
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Avian_myelocytomatosis_virus,0.30941
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Suid_alphaherpesvirus_1,0.26595
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_1,0.25569
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macacine_alphaherpesvirus_1,0.24999
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_2,0.23306
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified|s__Listeria_phage_A006,0.16069
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.14518
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Nudiviridae|g__Alphanudivirus|s__Gryllus_bimaculatus_nudivirus,0.13363
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Aviadenovirus|s__Turkey_aviadenovirus_B,0.12312
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_2,0.08289
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Fujinami_sarcoma_virus,0.07862
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Roseolovirus|s__Human_betaherpesvirus_7,0.07679
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Atadenovirus|s__Bovine_atadenovirus_D,0.07631
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Virgaviridae|g__Pomovirus|s__Potato_mop_top_virus,0.0639
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Tymovirus|s__Physalis_mottle_virus,0.05994
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.05809
patient5tumor5,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Papaya_ringspot_virus,0.03464
patient5tumor8,k__Viruses,99.90444
patient5tumor8,k__Bacteria,0.09556
patient5tumor8,k__Viruses|p__Viruses_unclassified,99.75534
patient5tumor8,k__Viruses|p__Negarnaviricota,0.14909
patient5tumor8,k__Bacteria|p__Proteobacteria,0.09556
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,99.75534
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes,0.14909
patient5tumor8,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,0.09556
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,36.3203
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,36.06108
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,27.30756
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales,0.14909
patient5tumor8,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,0.09556
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales,0.0664
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,32.41162
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,27.30756
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae,19.87898
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae,15.48145
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,3.90868
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.19473
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified,0.18289
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Luteoviridae,0.17569
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Mimiviridae,0.12216
patient5tumor8,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,0.09556
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae,0.09223
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae,0.0664
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae,0.05687
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae,0.02517
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,32.41162
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus,19.87898
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus,15.48145
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,13.5036
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,13.42232
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,2.47838
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.57876
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.39811
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.29878
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,0.23054
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.19473
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified,0.18289
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Luteoviridae|g__Polerovirus,0.17569
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus,0.15464
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus,0.15109
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Mimiviridae|g__Cafeteriavirus,0.12216
patient5tumor8,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax,0.09556
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus,0.09223
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Maculavirus,0.0664
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus,0.05687
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Mastadenovirus,0.02517
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,24.58326
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus|s__Vicia_cryptic_virus,19.87898
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Dasheen_mosaic_virus,15.36347
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,13.5036
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,11.04884
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_1,7.21733
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Abelson_murine_leukemia_virus,2.37348
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Ateline_gammaherpesvirus_3,2.29549
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Anguillid_herpesvirus_1,0.47539
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Suid_alphaherpesvirus_1,0.43021
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus|s__Alcelaphine_gammaherpesvirus_1,0.39811
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus|s__Avian_myelocytomatosis_virus,0.23054
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Macacine_alphaherpesvirus_1,0.18627
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus|s__Bovine_gammaherpesvirus_4,0.18289
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Viruses_unclassified|g__Viruses_unclassified|s__Phaeocystis_globosa_virus_virophage,0.18289
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Luteoviridae|g__Polerovirus|s__Pepper_vein_yellows_virus,0.17569
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus|s__Human_betaherpesvirus_5,0.15464
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Feline_immunodeficiency_virus,0.15109
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Bovine_alphaherpesvirus_5,0.14855
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_2,0.13565
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_Giraffe_1,0.12981
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Mimiviridae|g__Cafeteriavirus|s__Cafeteria_roenbergensis_virus,0.12216
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus|s__Wild_potato_mosaic_virus,0.11798
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus|s__Human_alphaherpesvirus_2,0.11251
patient5tumor8,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax|s__Variovorax_sp_SCN_67_85,0.09556
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Peribunyaviridae|g__Orthobunyavirus|s__Sathuperi_orthobunyavirus,0.09223
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Maculavirus|s__Grapevine_fleck_virus,0.0664
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus|s__Pestivirus_A,0.06492
patient5tumor8,k__Viruses|p__Negarnaviricota|c__Ellioviricetes|o__Bunyavirales|f__Fimoviridae|g__Emaravirus|s__Rose_rosette_emaravirus,0.05687
patient5tumor8,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Adenoviridae|g__Mastadenovirus|s__Human_mastadenovirus_D,0.02517
patient6tumor4,k__Viruses,99.87824
patient6tumor4,k__Bacteria,0.12176
patient6tumor4,k__Viruses|p__Viruses_unclassified,99.87824
patient6tumor4,k__Bacteria|p__Proteobacteria,0.12176
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified,99.87824
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,0.09575
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,0.02601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales,36.2914
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales,35.41004
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified,27.84509
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales,0.18061
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales,0.09575
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales,0.09509
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales,0.05601
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales,0.02601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae,36.2914
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae,23.64245
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae,14.96405
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae,12.21938
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae,11.7676
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Narnaviridae,0.25455
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae,0.228
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Alphaflexiviridae,0.12644
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Mimiviridae,0.09966
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae,0.09575
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales|f__Secoviridae,0.09509
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae,0.07944
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae,0.05601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae,0.05417
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae,0.02601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus,23.64245
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified,21.12802
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus,14.96405
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus,14.71241
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Potyviridae|g__Potyvirus,12.21938
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Cytomegalovirus,8.10086
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Rhadinovirus,2.31966
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Macavirus,0.48719
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Simplexvirus,0.41152
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus,0.4109
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Alpharetrovirus,0.37617
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Narnaviridae|g__Narnavirus,0.25455
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Polydnaviridae|g__Bracovirus,0.228
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus,0.12644
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Mimiviridae|g__Cafeteriavirus,0.09966
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Variovorax,0.09575
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Picornavirales|f__Secoviridae|g__Nepovirus,0.09509
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Flaviviridae|g__Pestivirus,0.07944
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Epsilonretrovirus,0.07482
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_unclassified,0.05601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Tymovirales|f__Tymoviridae|g__Maculavirus,0.05417
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Herpesviridae|g__Lymphocryptovirus,0.03746
patient6tumor4,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Brucellaceae|g__Ochrobactrum,0.02601
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Retroviridae_unclassified|s__Human_endogenous_retrovirus_K,21.12802
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Herpesvirales|f__Alloherpesviridae|g__Cyprinivirus|s__Cyprinid_herpesvirus_3,18.70082
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Viruses_unclassified|f__Partitiviridae|g__Alphapartitivirus|s__Vicia_cryptic_virus,14.96405
patient6tumor4,k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified|o__Ortervirales|f__Retroviridae|g__Gammaretrovirus|s__Murine_osteosarcoma_virus,13.74422
